,ID,Tweet,favs_count,coordinates,popularity
0,1516688273623687174,"'@RadioJoaquin @TopTenOfficial @JoaquinBondoni A15\nHola @TopTenOfficial, dejo mi voto para #Pose y #Drag\xf3n  de  @JoaquinBondoni'",0,,0.0
1,1516688271039938561,"'Hola, @3gerardpique. \xbfPuedes volver a hacer la rueda de prensa, por fi? Hay alg\xfan detallito que tal vez ser\xeda bueno\u2026 https://t.co/6Yl0PTqT3J'",0,,0.25625
2,1516688255927861251,"'@RadioJoaquin @TopTenOfficial @JoaquinBondoni A14\nHola @TopTenOfficial, dejo mi voto para #Pose y #Drag\xf3n  de  @JoaquinBondoni'",0,,0.0
